0,319514,120829,22/06/06 12:21:16,19000,140000,0,141995,0.46374878,46.61738284,46.39656501,13.55181852,2.18940030,-10.34588235,9.87222828,-0.02041845,2,0.48021070,0.85295536,0.00078581,0.00481594,-0.01718583,-0.00047469
0,319512,120829,22/06/06 12:21:16,19000,140000,0,141995,0.46374878,46.96598674,46.74501594,13.55213954,2.19136772,-10.35290313,9.87203435,-0.02041845,0,0.48021070,0.85295536,0.00078581,0.00481594,-0.01718583,-0.00047469
0,319513,120829,22/06/06 12:21:16,19000,140000,0,141995,0.46374878,46.71378156,46.49292143,13.55190729,2.18994434,-10.34782379,9.87217465,-0.02041845,1,0.48021070,0.85295536,0.00078581,0.00481594,-0.01718583,-0.00047469
0,322608,120829,05/07/06 10:58:15,22750,155000,0,155500,0.54830424,50.02280192,49.97183074,13.55511233,2.20958689,-10.41791882,9.87023855,-0.00482925,1,0.44475220,0.85295536,0.00078581,0.00481594,-0.01718583,-0.00047469
0,323358,120829,07/07/06 11:46:14,22500,155000,0,155400,0.54694763,52.00970006,51.96859209,13.55695191,2.22086096,-10.45815070,9.86912730,-0.00388908,1,0.43918146,0.85295536,0.00078581,0.00481594,-0.01718583,-0.00047469
0,337290,120829,22/08/06 11:05:17,14250,160000,1,163425,0.44224359,50.71161732,50.29970717,13.53315627,2.07609137,-10.26585967,9.89602417,-0.03784427,0,0.31323197,0.20436830,0.00291397,0.01772819,-0.02354757,-0.00329374
0,338382,120829,24/08/06 13:03:15,14200,170000,0,163000,0.47644495,48.15651019,48.77279898,13.43053349,1.40677076,-11.08755446,9.72100728,0.07582377,0,0.30752807,0.71085158,0.04777600,0.31160198,0.38253973,0.08147905
0,338404,120829,24/08/06 13:26:31,14200,170000,0,163155,0.47433867,47.88658913,48.51326229,13.41309015,1.29300278,-11.22722229,9.69125873,0.07411517,1,0.30748381,0.71085158,0.04777600,0.31160198,0.38253973,0.08147905
0,338952,120829,25/08/06 15:24:26,5500,145000,1,163755,0.37629699,49.69200364,48.24748085,13.07860438,0.50000000,-10.12349910,10.37320975,-0.22042475,0,0.30451973,0.02042456,0.02570430,0.06094006,-0.08481806,-0.05240604
0,338962,120829,25/08/06 15:39:45,8260,145000,1,163760,0.47038066,49.64669753,48.22037510,13.04449181,0.50000000,-10.01093578,10.44275859,-0.22049063,1,0.30449059,0.02042456,0.02570430,0.00000000,-0.08481806,-0.05240604
0,340174,120829,30/08/06 13:53:08,18800,160000,0,164600,0.47123123,47.52966384,47.06548940,13.15442073,0.91962920,-8.99105702,10.63397097,-0.05254432,0,0.29099481,0.72345598,-0.06886286,-0.26286866,-0.63888347,-0.11978132
0,340177,120829,30/08/06 13:53:58,10000,180000,0,164600,0.44882512,46.05025663,46.90634959,13.00839528,0.50000000,-10.10163943,10.08234568,0.16579956,0,0.29099322,0.09826670,0.09016876,0.25911541,0.68576976,0.34062122
0,340440,120829,31/08/06 12:41:56,10000,175000,0,164500,0.40440732,45.64015816,46.62678197,12.75186620,0.50000000,-12.05264645,9.11328225,0.11521991,1,0.28839055,0.09826670,0.09016876,0.00000000,0.68576976,0.34062122
0,340441,120829,31/08/06 12:42:28,10000,175000,0,164500,0.40440732,45.33371079,46.45647186,12.59559097,0.50000000,-13.24118255,8.52293745,0.11522011,2,0.28838953,0.09826670,0.09016876,0.00000000,0.68576976,0.34062122
0,340453,120829,31/08/06 12:55:59,9750,175000,0,164450,0.39780509,45.08066198,46.32012225,12.47047762,0.50000000,-14.19271999,8.05030966,0.11579136,3,0.28836382,0.09826670,0.09016876,0.00000000,0.68576976,0.34062122
0,340464,120829,31/08/06 13:21:09,9500,175000,0,163600,0.40097672,44.83816231,46.22329360,12.38162840,0.50000000,-14.86845410,7.71467313,0.12545205,4,0.28831593,0.09826670,0.09016876,0.00000000,0.68576976,0.34062122
